Column1,ID,Pin-code,age,Fam members,Education,T.Experience,Income,Mortgage,Fixed Deposit,Demat,Net Banking,Loan
4120,10004121,110011,47,1,Post Graduate,23,184000,0,0,0,0,0
4121,10004122,110014,51,4,Graduate,27,520000,0,0,0,0,0
4122,10004123,110001,54,1,Under Graduate,30,1560000,0,0,0,0,0
4123,10004124,110003,48,4,Under Graduate,24,320000,712000,0,0,1,0
4124,10004125,110004,51,2,Post Graduate,29,1128000,0,0,0,0,1
4125,10004126,110014,58,2,Graduate,34,760000,2576000,0,0,1,0
4126,10004127,110014,56,3,Graduate,33,184000,1048000,0,0,0,0
4127,10004128,110014,41,2,Graduate,19,656000,0,0,0,1,0
4128,10004129,110011,44,4,Post Graduate,21,424000,0,0,0,0,0
4129,10004130,110001,27,4,Under Graduate,3,80000,696000,0,0,1,0
4130,10004131,110014,54,1,Graduate,30,600000,1000000,0,0,1,0
4131,10004132,110011,46,4,Graduate,23,184000,976000,0,0,0,0
4132,10004133,110004,59,1,Under Graduate,36,1064000,0,0,0,1,0
4133,10004134,110004,39,1,Under Graduate,17,1032000,0,0,0,0,0
4134,10004135,110014,33,4,Graduate,11,680000,1048000,0,0,0,0
4135,10004136,110003,46,2,Under Graduate,23,1344000,2464000,0,0,1,0
4136,10004137,110004,41,4,Post Graduate,19,664000,0,0,0,1,0
4137,10004138,110001,35,2,Graduate,12,416000,0,0,0,1,0
4138,10004139,110001,45,1,Under Graduate,22,912000,0,1,1,1,0
4139,10004140,110011,27,1,Post Graduate,3,648000,0,0,0,0,0
4140,10004141,110011,61,1,Graduate,38,256000,0,0,0,0,0
4141,10004142,110011,41,3,Post Graduate,19,504000,0,0,0,0,0
4142,10004143,110001,55,3,Post Graduate,32,560000,0,0,0,0,0
4143,10004144,110011,53,2,Under Graduate,31,160000,0,0,0,1,0
4144,10004145,110014,45,2,Under Graduate,23,1104000,0,0,0,1,0
4145,10004146,110003,56,4,Graduate,34,504000,0,0,0,0,0
4146,10004147,110001,51,1,Post Graduate,28,680000,944000,0,0,1,0
4147,10004148,110011,57,2,Graduate,35,1440000,0,1,1,1,1
4148,10004149,110011,44,4,Post Graduate,22,640000,0,0,0,1,0
4149,10004150,110001,39,1,Post Graduate,15,424000,0,0,0,1,0
4150,10004151,110004,44,2,Graduate,20,576000,600000,0,0,1,0
4151,10004152,110003,42,3,Under Graduate,18,984000,0,1,0,1,1
4152,10004153,110004,42,2,Post Graduate,18,728000,0,0,0,1,0
4153,10004154,110004,48,2,Under Graduate,26,1184000,0,0,0,1,0
4154,10004155,110001,49,2,Post Graduate,25,1304000,0,0,0,1,1
4155,10004156,110004,53,4,Post Graduate,30,224000,1192000,0,0,1,0
4156,10004157,110003,35,1,Under Graduate,12,1544000,0,0,0,0,0
4157,10004158,110001,32,3,Post Graduate,10,176000,0,0,0,1,0
4158,10004159,110011,57,4,Under Graduate,34,592000,0,0,0,1,0
4159,10004160,110004,43,4,Post Graduate,20,560000,0,0,0,1,0
4160,10004161,110004,28,1,Graduate,4,88000,0,0,0,1,0
4161,10004162,110014,30,3,Graduate,8,488000,0,0,0,0,0
4162,10004163,110011,59,1,Under Graduate,37,328000,0,0,0,1,0
4163,10004164,110004,52,4,Graduate,28,864000,0,0,0,1,1
4164,10004165,110011,33,4,Post Graduate,10,184000,0,0,0,0,0
4165,10004166,110011,61,2,Post Graduate,38,1080000,1464000,0,0,0,1
4166,10004167,110003,64,2,Post Graduate,40,240000,688000,0,0,0,0
4167,10004168,110011,46,4,Graduate,24,1152000,0,0,0,0,1
4168,10004169,110011,58,4,Under Graduate,34,1112000,0,0,0,1,1
4169,10004170,110014,39,2,Post Graduate,17,1144000,1672000,0,0,1,1
4170,10004171,110004,29,1,Under Graduate,7,352000,0,0,0,1,0
4171,10004172,110014,56,4,Graduate,31,392000,0,0,0,1,0
4172,10004173,110001,65,4,Graduate,42,600000,1456000,0,0,1,0
4173,10004174,110001,33,2,Under Graduate,9,344000,0,0,0,1,0
4174,10004175,110011,38,3,Post Graduate,14,472000,0,0,0,1,0
4175,10004176,110014,40,3,Under Graduate,17,1232000,0,1,0,1,1
4176,10004177,110004,42,1,Post Graduate,18,600000,0,0,0,0,0
4177,10004178,110011,45,1,Graduate,23,600000,0,0,0,0,0
4178,10004179,110014,57,2,Under Graduate,35,704000,2224000,0,0,0,0
4179,10004180,110001,27,1,Post Graduate,3,728000,0,0,0,0,1
4180,10004181,110004,34,1,Post Graduate,6,88000,0,1,1,1,0
4181,10004182,110001,45,1,Post Graduate,22,176000,0,0,0,1,0
4182,10004183,110004,53,2,Post Graduate,29,392000,1760000,0,0,0,0
4183,10004184,110001,39,1,Under Graduate,17,1120000,2736000,0,0,0,0
4184,10004185,110011,49,2,Graduate,25,792000,0,0,0,0,0
4185,10004186,110003,24,2,Under Graduate,2,656000,1592000,0,0,0,0
4186,10004187,110003,31,4,Under Graduate,9,80000,648000,0,0,0,0
4187,10004188,110003,28,4,Graduate,5,872000,824000,0,0,0,0
4188,10004189,110004,28,4,Post Graduate,4,360000,0,0,0,0,0
4189,10004190,110001,43,2,Graduate,19,744000,0,0,0,0,0
4190,10004191,110003,38,3,Graduate,16,712000,1728000,1,1,1,1
4191,10004192,110003,40,3,Graduate,15,312000,1056000,0,0,0,0
4192,10004193,110011,48,1,Under Graduate,26,168000,712000,0,0,1,0
4193,10004194,110004,60,3,Under Graduate,37,248000,0,0,0,1,0
4194,10004195,110004,61,1,Post Graduate,37,248000,0,0,0,1,0
4195,10004196,110001,41,4,Graduate,19,416000,0,0,0,0,0
4196,10004197,110003,47,1,Post Graduate,25,104000,0,0,0,1,0
4197,10004198,110014,49,2,Post Graduate,25,168000,608000,0,1,1,0
4198,10004199,110001,59,4,Under Graduate,36,400000,1512000,0,0,1,0
4199,10004200,110003,41,4,Post Graduate,19,648000,0,0,0,0,0
4200,10004201,110011,41,4,Under Graduate,19,592000,0,0,0,0,0
4201,10004202,110014,59,3,Under Graduate,36,712000,0,0,0,1,0
4202,10004203,110001,33,3,Graduate,9,656000,0,0,0,1,0
4203,10004204,110011,57,4,Graduate,33,704000,0,0,0,0,0
4204,10004205,110001,38,3,Post Graduate,16,488000,0,0,0,0,0
4205,10004206,110004,59,2,Under Graduate,36,1112000,0,0,0,0,0
4206,10004207,110014,46,1,Graduate,23,232000,0,0,0,0,0
4207,10004208,110003,35,3,Under Graduate,11,408000,0,0,0,1,0
4208,10004209,110011,54,1,Post Graduate,32,464000,1928000,0,0,1,0
4209,10004210,110011,33,2,Post Graduate,9,168000,1000000,0,0,1,0
4210,10004211,110004,33,2,Graduate,8,344000,0,0,0,0,0
4211,10004212,110001,38,2,Graduate,16,832000,0,0,0,0,0
4212,10004213,110001,48,1,Graduate,23,72000,784000,0,0,1,0
4213,10004214,110014,47,3,Graduate,25,312000,0,0,0,0,0
4214,10004215,110004,44,1,Under Graduate,22,712000,0,1,1,1,0
4215,10004216,110014,62,2,Post Graduate,40,168000,0,0,0,0,0
4216,10004217,110014,58,3,Post Graduate,35,1384000,0,0,0,1,1
4217,10004218,110004,43,1,Post Graduate,21,232000,840000,0,0,1,0
4218,10004219,110004,50,4,Graduate,27,344000,0,0,0,0,0
4219,10004220,110004,56,3,Graduate,34,240000,0,0,0,0,0
4220,10004221,110001,52,4,Post Graduate,30,312000,0,0,1,1,0
4221,10004222,110004,46,2,Post Graduate,22,664000,1984000,0,0,1,0
4222,10004223,110004,49,3,Graduate,25,464000,1784000,0,0,0,0
4223,10004224,110011,51,1,Graduate,26,64000,0,0,0,0,0
4224,10004225,110003,55,3,Post Graduate,27,312000,0,0,1,0,0
4225,10004226,110011,41,2,Under Graduate,18,1632000,0,0,0,1,0
4226,10004227,110004,35,1,Under Graduate,13,360000,0,0,0,0,0
4227,10004228,110014,30,1,Under Graduate,7,888000,0,0,1,0,0
4228,10004229,110001,32,2,Graduate,10,664000,1184000,0,0,0,0
4229,10004230,110004,52,1,Post Graduate,24,664000,0,0,0,0,0
4230,10004231,110014,60,2,Under Graduate,36,920000,1616000,0,0,1,0
4231,10004232,110014,54,1,Post Graduate,32,480000,1816000,0,0,1,0
4232,10004233,110001,37,1,Under Graduate,15,424000,0,0,0,0,0
4233,10004234,110003,30,2,Under Graduate,7,1072000,0,0,0,1,0
4234,10004235,110001,48,1,Post Graduate,24,728000,0,0,0,1,0
4235,10004236,110011,25,2,Under Graduate,1,728000,0,0,0,1,0
4236,10004237,110011,35,2,Under Graduate,12,1024000,0,0,0,1,0
4237,10004238,110011,58,3,Under Graduate,34,624000,0,0,1,0,0
4238,10004239,110014,41,2,Under Graduate,19,1288000,3712000,0,0,1,0
4239,10004240,110014,60,3,Post Graduate,36,480000,0,0,0,1,0
4240,10004241,110011,37,1,Under Graduate,14,1288000,4072000,0,1,0,0
4241,10004242,110014,32,4,Graduate,9,320000,0,0,0,1,0
4242,10004243,110004,44,1,Graduate,21,544000,0,0,0,1,0
4243,10004244,110011,44,3,Under Graduate,22,592000,0,0,0,1,0
4244,10004245,110011,49,3,Graduate,26,440000,744000,0,0,1,0
4245,10004246,110014,42,1,Under Graduate,20,1160000,0,0,0,0,0
4246,10004247,110003,58,1,Graduate,35,192000,0,0,0,0,0
4247,10004248,110003,63,1,Graduate,39,80000,0,0,0,1,0
4248,10004249,110004,56,2,Under Graduate,33,1104000,0,0,1,1,0
4249,10004250,110014,35,4,Post Graduate,12,504000,0,0,0,1,0
4250,10004251,110003,50,4,Post Graduate,28,432000,0,0,0,0,0
4251,10004252,110014,40,3,Post Graduate,16,496000,0,0,0,1,0
4252,10004253,110004,52,1,Post Graduate,29,648000,0,0,0,0,0
4253,10004254,110011,52,3,Graduate,28,488000,0,0,0,1,0
4254,10004255,110001,49,1,Post Graduate,27,544000,0,0,0,1,0
4255,10004256,110003,57,2,Under Graduate,35,624000,0,0,0,1,0
4256,10004257,110011,39,2,Under Graduate,17,1320000,1256000,0,0,0,0
4257,10004258,110003,41,3,Graduate,17,384000,0,0,0,0,0
4258,10004259,110011,50,3,Graduate,26,1240000,0,0,0,1,1
4259,10004260,110001,50,2,Post Graduate,26,1264000,2008000,0,0,0,1
4260,10004261,110003,55,1,Under Graduate,31,416000,0,0,0,1,0
4261,10004262,110014,51,4,Under Graduate,28,144000,0,0,0,0,0
4262,10004263,110003,56,4,Under Graduate,33,336000,0,0,0,0,0
4263,10004264,110011,57,2,Post Graduate,33,144000,0,0,0,0,0
4264,10004265,110003,55,2,Under Graduate,31,320000,0,1,1,1,0
4265,10004266,110001,25,4,Graduate,2,352000,0,1,1,1,0
4266,10004267,110001,40,1,Under Graduate,16,88000,696000,0,0,0,0
4267,10004268,110014,50,2,Graduate,26,1552000,0,0,0,1,1
4268,10004269,110011,47,2,Graduate,23,864000,0,0,0,1,0
4269,10004270,110004,45,4,Graduate,23,96000,0,0,0,0,0
4270,10004271,110001,43,3,Under Graduate,19,152000,752000,0,0,1,0
4271,10004272,110003,23,1,Under Graduate,1,1200000,0,0,0,0,0
4272,10004273,110001,45,4,Post Graduate,22,712000,0,0,0,1,0
4273,10004274,110014,42,2,Post Graduate,19,664000,0,0,1,0,0
4274,10004275,110003,28,4,Graduate,3,632000,0,0,0,1,0
4275,10004276,110003,61,4,Graduate,38,816000,0,0,0,0,0
4276,10004277,110003,48,1,Under Graduate,24,1240000,0,0,0,1,0
4277,10004278,110011,38,1,Under Graduate,16,1104000,0,0,0,1,0
4278,10004279,110001,54,3,Under Graduate,31,408000,0,0,0,1,0
4279,10004280,110001,37,2,Graduate,15,640000,688000,0,0,1,0
4280,10004281,110011,40,2,Under Graduate,18,1080000,0,1,1,1,0
4281,10004282,110014,26,4,Graduate,1,272000,1296000,0,0,0,0
4282,10004283,110014,24,3,Post Graduate,0,1560000,0,1,1,1,1
4283,10004284,110014,56,3,Post Graduate,32,496000,1736000,1,0,1,0
4284,10004285,110003,36,2,Under Graduate,13,1384000,1944000,0,0,0,0
4285,10004286,110004,21,2,Under Graduate,-3,1192000,0,0,0,1,0
4286,10004287,110014,51,1,Under Graduate,29,160000,1048000,0,0,1,0
4287,10004288,110014,52,4,Under Graduate,28,336000,0,0,0,1,0
4288,10004289,110003,40,1,Post Graduate,17,224000,0,0,0,0,0
4289,10004290,110011,52,1,Graduate,28,760000,0,0,0,1,0
4290,10004291,110011,64,2,Post Graduate,42,760000,0,0,0,1,0
4291,10004292,110011,44,1,Under Graduate,21,272000,992000,0,0,1,0
4292,10004293,110003,61,2,Post Graduate,37,1528000,1640000,0,0,0,1
4293,10004294,110014,61,2,Under Graduate,38,328000,1384000,0,0,1,0
4294,10004295,110003,56,1,Under Graduate,34,1200000,3848000,0,0,1,0
4295,10004296,110014,63,2,Post Graduate,41,728000,1168000,0,0,0,0
4296,10004297,110001,33,4,Graduate,9,672000,0,0,0,1,0
4297,10004298,110003,31,4,Under Graduate,9,584000,1120000,0,0,1,0
4298,10004299,110014,41,1,Under Graduate,19,976000,0,0,0,1,0
4299,10004300,110004,28,1,Graduate,5,584000,1064000,0,0,1,0
4300,10004301,110001,59,2,Post Graduate,37,160000,0,0,0,1,0
4301,10004302,110001,47,4,Under Graduate,24,1040000,2248000,1,0,1,1
4302,10004303,110011,50,3,Post Graduate,27,680000,0,0,0,0,1
4303,10004304,110003,43,2,Under Graduate,21,1072000,0,0,0,1,0
4304,10004305,110014,62,3,Graduate,39,784000,640000,0,0,1,0
4305,10004306,110001,24,2,Post Graduate,1,432000,0,0,1,0,0
4306,10004307,110001,33,3,Under Graduate,11,328000,0,0,0,1,0
4307,10004308,110011,43,4,Post Graduate,19,1024000,0,0,0,1,1
4308,10004309,110003,42,3,Under Graduate,20,1056000,2464000,0,0,0,1
4309,10004310,110001,32,1,Post Graduate,8,1504000,0,0,0,1,1
4310,10004311,110001,63,4,Graduate,41,1360000,0,1,0,1,1
4311,10004312,110001,30,3,Post Graduate,8,112000,888000,0,0,0,0
4312,10004313,110004,39,1,Post Graduate,15,744000,0,0,0,1,0
4313,10004314,110001,50,1,Graduate,28,632000,0,0,0,1,0
4314,10004315,110011,33,4,Graduate,9,632000,0,0,0,0,0
4315,10004316,110003,49,4,Post Graduate,26,496000,952000,0,0,1,0
4316,10004317,110011,28,2,Under Graduate,6,760000,0,0,1,1,0
4317,10004318,110003,56,4,Post Graduate,33,480000,0,0,0,1,0
4318,10004319,110014,47,1,Graduate,23,600000,0,0,0,0,0
4319,10004320,110014,61,4,Graduate,38,680000,0,0,0,0,0
4320,10004321,110014,38,1,Under Graduate,15,1144000,0,0,0,1,0
4321,10004322,110001,25,1,Graduate,0,272000,896000,0,0,0,0
4322,10004323,110003,36,2,Under Graduate,14,352000,0,0,0,0,0
4323,10004324,110003,50,4,Graduate,28,248000,1208000,0,1,1,0
4324,10004325,110004,47,4,Under Graduate,24,104000,888000,0,0,1,0
4325,10004326,110004,57,4,Under Graduate,35,416000,0,0,0,1,0
4326,10004327,110014,30,1,Post Graduate,8,336000,816000,0,0,1,0
4327,10004328,110003,28,4,Post Graduate,4,816000,1112000,0,0,0,0
4328,10004329,110004,62,2,Post Graduate,38,1144000,0,1,1,1,1
4329,10004330,110001,57,4,Post Graduate,33,80000,0,0,0,1,0
4330,10004331,110004,60,1,Post Graduate,37,352000,0,0,0,0,0
4331,10004332,110004,59,2,Under Graduate,37,1264000,2448000,1,1,1,0
4332,10004333,110004,51,2,Graduate,26,96000,0,0,0,0,0
4333,10004334,110004,49,1,Under Graduate,26,472000,1112000,0,0,1,0
4334,10004335,110003,53,1,Graduate,29,736000,0,0,0,0,0
4335,10004336,110003,34,2,Under Graduate,10,656000,0,0,0,0,0
4336,10004337,110004,42,4,Graduate,19,352000,0,0,0,0,0
4337,10004338,110003,24,2,Graduate,2,1456000,0,0,0,0,1
4338,10004339,110011,52,2,Under Graduate,30,968000,0,0,0,1,0
4339,10004340,110003,33,1,Under Graduate,11,304000,0,0,0,0,0
4340,10004341,110014,32,2,Under Graduate,10,736000,0,1,1,0,0
4341,10004342,110011,26,2,Post Graduate,3,424000,0,0,0,0,0
4342,10004343,110003,30,3,Under Graduate,7,360000,664000,0,1,1,0
4343,10004344,110014,36,1,Graduate,14,504000,0,0,1,1,0
4344,10004345,110001,51,1,Under Graduate,28,1448000,0,0,0,1,0
4345,10004346,110004,24,2,Post Graduate,1,1472000,4616000,1,0,1,1
4346,10004347,110011,43,3,Under Graduate,21,264000,1088000,1,0,1,0
4347,10004348,110003,56,3,Under Graduate,33,176000,0,0,0,1,0
4348,10004349,110003,57,2,Under Graduate,33,792000,0,0,0,0,0
4349,10004350,110001,43,3,Graduate,18,352000,1544000,0,0,0,0
4350,10004351,110003,62,4,Graduate,39,808000,0,0,0,0,0
4351,10004352,110004,28,1,Graduate,3,256000,0,0,0,1,0
4352,10004353,110014,38,4,Under Graduate,16,472000,0,0,0,1,0
4353,10004354,110001,59,2,Graduate,36,200000,0,0,0,1,0
4354,10004355,110014,38,3,Under Graduate,16,1120000,0,0,0,0,1
4355,10004356,110001,38,1,Post Graduate,10,232000,0,0,0,1,0
4356,10004357,110004,41,1,Under Graduate,19,280000,0,0,0,0,0
4357,10004358,110004,37,4,Under Graduate,14,1128000,0,1,1,1,1
4358,10004359,110014,33,4,Post Graduate,11,600000,632000,0,0,0,0
4359,10004360,110011,36,2,Under Graduate,12,464000,0,0,0,1,0
4360,10004361,110004,65,2,Under Graduate,43,328000,0,0,0,0,0
4361,10004362,110003,53,2,Graduate,30,336000,1568000,0,0,0,0
4362,10004363,110003,26,3,Graduate,2,440000,0,0,0,0,0
4363,10004364,110004,28,4,Graduate,4,144000,672000,0,0,1,0
4364,10004365,110001,57,4,Post Graduate,35,600000,0,0,1,0,0
4365,10004366,110001,24,2,Under Graduate,2,680000,0,0,0,0,0
4366,10004367,110003,50,4,Graduate,28,344000,0,0,0,0,0
4367,10004368,110014,38,2,Under Graduate,15,1192000,2552000,0,0,1,0
4368,10004369,110003,29,2,Graduate,7,200000,0,1,1,1,0
4369,10004370,110014,48,4,Graduate,25,152000,824000,0,0,1,0
4370,10004371,110003,25,1,Post Graduate,3,144000,0,0,0,0,0
4371,10004372,110004,62,4,Graduate,39,104000,0,0,0,1,0
4372,10004373,110003,32,1,Graduate,10,328000,0,0,0,0,0
4373,10004374,110003,28,1,Under Graduate,6,1112000,0,0,0,1,0
4374,10004375,110004,37,3,Under Graduate,15,496000,1048000,1,0,1,0
4375,10004376,110004,32,3,Under Graduate,10,408000,1040000,0,0,0,0
4376,10004377,110011,38,3,Under Graduate,15,568000,2176000,0,0,1,0
4377,10004378,110011,31,1,Post Graduate,8,1160000,0,0,0,1,1
4378,10004379,110003,36,4,Graduate,12,360000,1104000,0,0,1,0
4379,10004380,110003,40,4,Post Graduate,17,424000,0,0,0,1,0
4380,10004381,110011,35,1,Post Graduate,13,512000,0,0,0,1,0
4381,10004382,110011,31,4,Under Graduate,8,312000,0,0,0,1,0
4382,10004383,110014,58,3,Post Graduate,34,304000,0,0,1,0,0
4383,10004384,110014,26,3,Under Graduate,4,680000,0,0,0,1,0
4384,10004385,110014,43,3,Graduate,20,488000,0,0,0,0,0
4385,10004386,110001,54,1,Post Graduate,32,184000,1016000,0,0,1,0
4386,10004387,110014,51,1,Under Graduate,27,976000,2640000,0,0,0,0
4387,10004388,110004,35,4,Post Graduate,12,576000,0,0,0,0,0
4388,10004389,110001,45,1,Under Graduate,21,984000,0,0,0,0,0
4389,10004390,110014,56,1,Under Graduate,32,320000,0,1,1,1,0
4390,10004391,110011,50,4,Graduate,26,496000,0,0,0,1,0
4391,10004392,110011,44,2,Under Graduate,22,904000,0,0,0,0,0
4392,10004393,110001,50,4,Graduate,27,648000,0,0,0,0,0
4393,10004394,110001,22,4,Under Graduate,0,472000,0,0,0,0,0
4394,10004395,110014,55,2,Graduate,31,200000,824000,0,0,0,0
4395,10004396,110003,64,4,Graduate,41,200000,0,0,0,1,0
4396,10004397,110014,28,4,Post Graduate,5,112000,0,0,0,1,0
4397,10004398,110003,46,1,Under Graduate,23,152000,0,0,0,1,0
4398,10004399,110003,61,1,Post Graduate,37,488000,0,0,0,0,0
4399,10004400,110004,46,1,Under Graduate,23,168000,0,0,0,0,0
4400,10004401,110003,32,1,Under Graduate,10,352000,0,0,0,1,0
4401,10004402,110003,58,3,Under Graduate,35,336000,0,0,0,0,0
4402,10004403,110003,53,1,Post Graduate,25,416000,1656000,0,1,0,0
4403,10004404,110001,48,1,Under Graduate,24,896000,0,0,0,0,0
4404,10004405,110004,27,1,Post Graduate,5,272000,0,0,0,0,0
4405,10004406,110004,59,2,Post Graduate,35,664000,1960000,0,0,1,0
4406,10004407,110004,48,4,Graduate,25,192000,1096000,0,0,1,0
4407,10004408,110001,35,2,Graduate,13,568000,0,0,0,1,0
4408,10004409,110014,62,2,Graduate,40,1448000,0,1,0,1,1
4409,10004410,110003,41,4,Post Graduate,19,600000,816000,0,0,1,0
4410,10004411,110003,37,2,Under Graduate,14,1224000,0,0,0,0,0
4411,10004412,110014,21,2,Graduate,-2,600000,0,0,0,1,0
4412,10004413,110001,32,4,Graduate,10,152000,0,0,0,0,0
4413,10004414,110014,27,4,Graduate,2,248000,0,0,0,0,0
4414,10004415,110011,31,3,Under Graduate,8,1424000,0,1,1,1,1
4415,10004416,110001,58,2,Under Graduate,35,520000,1760000,0,0,0,0
4416,10004417,110004,47,1,Under Graduate,25,64000,776000,0,0,0,0
4417,10004418,110014,52,2,Under Graduate,28,736000,0,0,0,1,0
4418,10004419,110001,57,4,Under Graduate,34,1160000,1584000,0,0,1,1
4419,10004420,110004,40,1,Post Graduate,17,680000,2176000,0,0,0,0
4420,10004421,110004,60,1,Under Graduate,38,1192000,0,0,0,1,0
4421,10004422,110011,61,4,Graduate,38,72000,800000,0,0,1,0
4422,10004423,110011,55,2,Post Graduate,31,1312000,3376000,1,0,1,1
4423,10004424,110001,59,3,Graduate,36,320000,800000,0,1,0,0
4424,10004425,110011,33,1,Post Graduate,10,432000,0,0,0,0,0
4425,10004426,110004,24,2,Post Graduate,0,1312000,2408000,0,0,1,1
4426,10004427,110003,31,1,Under Graduate,8,1120000,0,0,0,1,0
4427,10004428,110004,29,1,Post Graduate,7,144000,0,0,0,0,0
4428,10004429,110004,49,4,Under Graduate,27,96000,0,0,1,1,0
4429,10004430,110004,53,2,Under Graduate,29,1120000,0,0,0,1,0
4430,10004431,110001,36,2,Post Graduate,12,192000,0,0,0,1,0
4431,10004432,110004,36,2,Under Graduate,12,480000,0,0,0,1,0
4432,10004433,110003,51,2,Post Graduate,27,400000,0,0,0,1,0
4433,10004434,110003,60,1,Graduate,38,352000,0,0,0,0,0
4434,10004435,110014,33,4,Graduate,9,408000,880000,0,0,1,0
4435,10004436,110011,44,2,Under Graduate,21,272000,928000,0,0,0,0
4436,10004437,110003,58,2,Graduate,35,264000,0,0,0,1,0
4437,10004438,110003,61,2,Under Graduate,38,504000,0,0,0,1,0
4438,10004439,110001,41,2,Post Graduate,18,176000,0,0,0,0,0
4439,10004440,110014,31,2,Post Graduate,7,832000,0,0,0,0,1
4440,10004441,110001,41,3,Post Graduate,19,600000,0,0,0,0,0
4441,10004442,110003,60,2,Post Graduate,36,600000,0,0,0,0,0
4442,10004443,110014,46,4,Post Graduate,23,496000,664000,0,0,0,0
4443,10004444,110003,36,1,Under Graduate,14,384000,1352000,0,0,0,0
4444,10004445,110011,34,2,Under Graduate,10,584000,0,0,0,1,0
4445,10004446,110014,47,2,Under Graduate,25,1080000,656000,0,0,1,0
4446,10004447,110004,59,3,Post Graduate,35,488000,936000,0,0,1,0
4447,10004448,110001,47,3,Graduate,22,624000,0,0,0,1,0
4448,10004449,110004,57,3,Post Graduate,34,320000,0,0,0,1,0
4449,10004450,110003,28,1,Post Graduate,6,352000,0,0,0,0,0
4450,10004451,110001,42,2,Under Graduate,20,360000,0,0,0,1,0
4451,10004452,110011,65,2,Under Graduate,41,144000,0,0,0,1,0
4452,10004453,110001,57,4,Post Graduate,35,424000,1392000,0,0,1,0
4453,10004454,110001,35,3,Graduate,11,88000,0,0,0,0,0
4454,10004455,110003,48,3,Graduate,24,304000,0,0,0,1,0
4455,10004456,110003,54,1,Graduate,31,224000,0,1,1,1,0
4456,10004457,110014,27,2,Under Graduate,3,280000,704000,1,0,1,0
4457,10004458,110014,53,3,Graduate,29,648000,1368000,0,0,1,0
4458,10004459,110004,46,2,Post Graduate,22,720000,1640000,0,0,0,0
4459,10004460,110003,30,1,Under Graduate,8,920000,0,0,0,0,0
4460,10004461,110014,45,1,Graduate,22,624000,0,0,0,1,0
4461,10004462,110001,44,4,Post Graduate,21,240000,0,0,0,1,0
4462,10004463,110014,31,4,Under Graduate,7,312000,0,0,0,1,0
4463,10004464,110011,37,3,Under Graduate,13,552000,0,0,0,0,0
4464,10004465,110001,58,3,Under Graduate,35,232000,632000,0,0,1,0
4465,10004466,110004,37,4,Graduate,15,432000,0,0,0,0,0
4466,10004467,110003,32,3,Under Graduate,10,480000,0,1,0,1,0
4467,10004468,110011,53,1,Post Graduate,30,792000,0,0,0,0,0
4468,10004469,110004,65,3,Under Graduate,42,408000,0,0,0,1,0
4469,10004470,110001,38,3,Post Graduate,14,424000,0,1,1,1,0
4470,10004471,110003,42,2,Graduate,20,888000,0,0,0,1,1
4471,10004472,110011,54,3,Under Graduate,30,632000,2416000,0,0,0,0
4472,10004473,110014,48,1,Graduate,25,720000,0,0,0,1,0
4473,10004474,110001,29,2,Under Graduate,5,144000,992000,0,0,1,0
4474,10004475,110001,64,3,Under Graduate,41,584000,0,0,0,0,0
4475,10004476,110011,41,3,Post Graduate,18,472000,728000,0,0,1,0
4476,10004477,110003,56,2,Under Graduate,32,320000,0,0,0,0,0
4477,10004478,110011,31,1,Graduate,9,328000,0,1,0,1,0
4478,10004479,110014,31,1,Post Graduate,9,424000,0,0,0,0,0
4479,10004480,110004,30,2,Under Graduate,8,1024000,0,0,0,1,0
4480,10004481,110004,53,2,Post Graduate,30,1160000,0,0,0,1,1
4481,10004482,110011,23,4,Post Graduate,-2,280000,0,0,0,1,0
4482,10004483,110001,38,2,Post Graduate,14,224000,0,0,0,0,0
4483,10004484,110014,52,1,Under Graduate,28,1240000,2048000,0,0,1,0
4484,10004485,110014,34,2,Under Graduate,11,1560000,0,0,0,1,0
4485,10004486,110001,33,4,Graduate,9,400000,0,0,0,0,0
4486,10004487,110001,42,3,Post Graduate,19,384000,0,0,0,0,0
4487,10004488,110014,36,1,Graduate,14,648000,0,0,0,1,0
4488,10004489,110014,28,1,Under Graduate,4,400000,0,0,0,0,0
4489,10004490,110014,37,3,Graduate,13,168000,0,0,0,1,0
4490,10004491,110014,33,2,Under Graduate,9,1136000,0,0,1,1,0
4491,10004492,110014,39,4,Under Graduate,16,512000,0,0,0,1,0
4492,10004493,110011,54,1,Post Graduate,26,728000,0,0,0,1,0
4493,10004494,110001,50,1,Graduate,28,592000,0,0,0,1,0
4494,10004495,110011,27,1,Post Graduate,4,1456000,0,0,0,1,1
4495,10004496,110001,36,4,Under Graduate,14,656000,0,0,0,0,0
4496,10004497,110014,49,4,Under Graduate,25,360000,0,0,0,0,0
4497,10004498,110011,43,2,Under Graduate,21,680000,0,0,1,1,0
4498,10004499,110003,49,1,Under Graduate,26,1064000,2624000,0,0,0,0
4499,10004500,110011,51,1,Graduate,26,176000,0,0,0,1,0
4500,10004501,110004,48,4,Graduate,26,192000,0,0,0,0,0
4501,10004502,110004,57,3,Post Graduate,33,304000,1424000,1,1,1,0
4502,10004503,110003,55,2,Post Graduate,32,640000,0,0,0,0,0
4503,10004504,110003,43,3,Under Graduate,21,264000,864000,0,0,1,0
4504,10004505,110014,25,4,Post Graduate,1,328000,1176000,0,0,0,0
4505,10004506,110003,38,4,Graduate,15,720000,0,0,1,1,0
